mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,delta,ci_low,ci_high,p_value,p_adj,significant
EarlyOtherwiseBranch,post-ra,9.462281084951702,9.52213653260594,9.428648309211397,12.113397898286982,-0.2442535915805392,-0.272882310246991,-0.2156248729140875,0.0001207079191423,0.0212292994672364,True
EarlyOtherwiseBranch,peephole,9.462281084951702,9.52213653260594,9.478626808300172,12.16270513112972,-0.2430290930756582,-0.2722482496524074,-0.213809936498909,0.0001353808461421,0.0212292994672364,True
EarlyOtherwiseBranch,spill-fusing,9.462281084951702,9.52213653260594,9.47369809740435,12.084946679897731,-0.23713549866308,-0.2742463816315859,-0.2000246156945742,0.0006685170416822,0.021804954050756,True
ScalarReplacementOfAggregates,block-placement,9.462281084951702,9.406720888213297,9.498200018496531,11.792365372168094,-0.2222390723820915,-0.2523971738817431,-0.1920809708824398,0.0002344738209222,0.0212292994672364,True
ReferencePropagation,non-allocatable-phys-copy-opt,9.462281084951702,9.563583898942904,9.513673510704413,11.9440892185035,-0.2168573910900701,-0.2614384318146342,-0.1722763503655061,0.0014603647960854,0.0353103129799766,True
EnumSizeOpt,lftr,9.462281084951702,9.56958400907856,9.377584979750694,11.74857839228472,-0.2141337275468555,-0.2359146355730484,-0.1923528195206627,0.0002235995820414,0.0212292994672364,True
ReferencePropagation,preinline,9.462281084951702,9.563583898942904,9.550979626049914,11.945990959434138,-0.2131029514940481,-0.2450795431893412,-0.1811263597987549,0.0003108368139972,0.0212292994672364,True
EarlyOtherwiseBranch,strictnode-mutation,9.462281084951702,9.52213653260594,9.493305331637998,11.821898627520689,-0.213061013376651,-0.2407983463641467,-0.1853236803891554,0.0001824063869147,0.0212292994672364,True
ReferencePropagation,layout-fsprofile-loader,9.462281084951702,9.563583898942904,9.450329638671986,11.7959630157077,-0.2110586741728322,-0.2399686597344537,-0.1821486886112107,0.0003820797536913,0.0212292994672364,True
ReferencePropagation,mr-partial-inlining,9.462281084951702,9.563583898942904,9.481016906581702,11.774387773901882,-0.2059860075321302,-0.2521537858897733,-0.1598182291744872,0.0021525358175726,0.043934657875606,True
ReferencePropagation,cgdata-for-merging,9.462281084951702,9.563583898942904,9.42593622726924,11.67920302897156,-0.2036956202381366,-0.2350087210731125,-0.1723825194031606,0.0003677310820235,0.0212292994672364,True
ReferencePropagation,last-run-tracking,9.462281084951702,9.563583898942904,9.516555775141462,11.778138657098673,-0.2025631038329018,-0.2299751919098077,-0.175151015755996,0.0005808226302081,0.0212292994672364,True
ReferencePropagation,post-ra,9.462281084951702,9.563583898942904,9.428648309211397,11.6443700939474,-0.2004210043694563,-0.2312246263218315,-0.1696173824170811,0.0003945381078557,0.0212292994672364,True
ReferencePropagation,whole-program-visibility,9.462281084951702,9.563583898942904,9.500239518227696,11.720321573436026,-0.1993581528912762,-0.2341070683667087,-0.1646092374158437,0.0004875025786819,0.0212292994672364,True
ReferencePropagation,vp,9.462281084951702,9.563583898942904,9.563637531720428,11.7982912626658,-0.1993375049399577,-0.2310468135122552,-0.1676281963676602,0.0003998899876356,0.0212292994672364,True
ReferencePropagation,partial-libcall-inlining,9.462281084951702,9.563583898942904,9.45619557170967,11.659266366099066,-0.1987820591922005,-0.2251910385446385,-0.1723730798397624,0.0007991514392643,0.0243237250494666,True
EnumSizeOpt,binop-extract-shuffle,9.462281084951702,9.56958400907856,9.446975658417044,11.65379795634065,-0.1986612247729793,-0.2275613430527252,-0.1697611064932334,0.0002845599838337,0.0212292994672364,True
MatchBranchSimplification,icp,9.462281084951702,9.549000944821508,9.430989126647452,11.60001673041311,-0.1978825053362092,-0.223169736890318,-0.1725952737821004,0.0002436498641774,0.0212292994672364,True
ReferencePropagation,ondemand-mds-loading,9.462281084951702,9.563583898942904,9.478660645110793,11.668732198548271,-0.1972207204621034,-0.2310055865172614,-0.1634358544069455,0.0004634335539993,0.0212292994672364,True
ScalarReplacementOfAggregates,chr,9.462281084951702,9.406720888213297,9.653964339798634,11.680626354051348,-0.19645202034304,-0.2344797948685177,-0.1584242458175622,0.0015361280110473,0.0355503911128094,True
