mir_pass,llvm_pass,y00_mean,y10_mean,y01_mean,y11_mean,delta,ci_low,ci_high,p_value,p_adj,significant
EarlyOtherwiseBranch,advanced-peeling,7.35267688262129,7.601962022378286,7.440219420436359,18.32115274150134,-0.8678140132560441,-0.9411379058967608,-0.7944901206153273,3.501024413483423e-05,0.0567165954984314,False
DestinationPropagation,chr,7.35267688262129,7.777911997258229,7.274385810240683,3.5548665206989845,0.7722653418722274,0.6451450294739361,0.8993856542705186,0.0003224415610647,0.2611776644624652,False
DestinationPropagation,early-ifcvt,7.35267688262129,7.777911997258229,7.247480566617246,3.581746651071684,0.7610268003437575,0.605275047806991,0.916778552880524,0.0012916957736587,0.4725244616794156,False
GVN,lsr,7.35267688262129,7.876930314462918,7.431374756190931,3.885376525225005,0.7173647978872184,0.5203603107275862,0.9143692850468508,0.0021664868823512,0.4725244616794156,False
GVN,preheader-prot,7.35267688262129,7.876930314462918,7.515598791307463,4.942584321356078,0.4879661884642075,0.298370279878108,0.6775620970503069,0.0075460503522711,0.4725244616794156,False
GVN,licm-promotion,7.35267688262129,7.876930314462918,7.493521329402916,4.994832218131311,0.4745088282486285,0.2906244949026792,0.6583931615945777,0.0075522490918682,0.4725244616794156,False
GVN,postra-machine-licm,7.35267688262129,7.876930314462918,7.464895764583093,5.029476957890612,0.4637692988214723,0.3075456313680746,0.61999296627487,0.0079001122544339,0.4725244616794156,False
GVN,block-placement,7.35267688262129,7.876930314462918,7.526742715618149,4.821884538047224,0.5141713646267017,0.3678239441451515,0.6605187851082517,0.0079352493037407,0.4725244616794156,False
GVN,branch-fold,7.35267688262129,7.876930314462918,7.140847200201359,4.922364058622194,0.440916335316891,0.2767312570520268,0.6051014135817552,0.0084793147451645,0.4725244616794156,False
GVN,cgp-branch-opts,7.35267688262129,7.876930314462918,7.108949830903172,4.818062668589467,0.4578564438459833,0.2679573238387106,0.6477555638532561,0.0094885462427926,0.4725244616794156,False
ReferencePropagation,post-ra,7.35267688262129,7.475958791287589,7.37746304265649,9.47264559033495,-0.2333504864193774,-0.3281961154768965,-0.1385048573618582,0.0099458253906456,0.4725244616794156,False
GVN,advanced-peeling,7.35267688262129,7.876930314462918,7.440219420436359,4.578859187313307,0.5543242843797866,0.3273537600655286,0.7812948086940447,0.0110929350284487,0.4725244616794156,False
DestinationPropagation,cgp-ext-ld-promotion,7.35267688262129,7.777911997258229,7.273621221808518,3.830253491880955,0.6975467581663224,0.4655563204159775,0.9295371959166672,0.0138903043392587,0.4725244616794156,False
ReferencePropagation,spill-fusing,7.35267688262129,7.475958791287589,7.367788509944833,9.158516806216763,-0.2009387213699938,-0.2910039479554942,-0.1108734947844934,0.0140246386748271,0.4725244616794156,False
GVN,loop-level-heuristics,7.35267688262129,7.876930314462918,7.38567742677973,4.557955464057677,0.5515423073741366,0.3094893344478506,0.7935952803004225,0.0154658376137618,0.4725244616794156,False
EarlyOtherwiseBranch,ifcvt-simple,7.35267688262129,7.601962022378286,7.243965705314195,8.814590396804412,-0.162897616189328,-0.2350134738248029,-0.0907817585538532,0.0160272801052246,0.4725244616794156,False
ReferencePropagation,type-promotion,7.35267688262129,7.475958791287589,7.31038989325465,8.946690928542347,-0.1853591971481973,-0.2767231935508907,-0.093995200745504,0.0191064277706629,0.4725244616794156,False
GVN,lftr,7.35267688262129,7.876930314462918,7.435434284523907,4.207503711439975,0.6382612851883853,0.3544550114042463,0.9220675589725243,0.0209504455278863,0.4725244616794156,False
EarlyOtherwiseBranch,lsr,7.35267688262129,7.601962022378286,7.431374756190931,9.003080870017365,-0.1585140421068371,-0.2382265968130719,-0.0788014874006023,0.0213177364096104,0.4725244616794156,False
DestinationPropagation,tail-calls,7.35267688262129,7.777911997258229,7.363051447723279,9.677238905747789,-0.2170787051792757,-0.3262392110620618,-0.1079181992964897,0.0215481380166549,0.4725244616794156,False
ReferencePropagation,cfi-fixup,7.35267688262129,7.475958791287589,7.548932374986865,9.018012949038203,-0.1611899411248638,-0.245868221257954,-0.0765116609917736,0.0249766966811527,0.4725244616794156,False
Inline,constant-hoisting,7.35267688262129,7.9066574189400765,7.789256201709466,7.227245480354559,0.1475280625289778,0.0738015316268713,0.2212545934310844,0.0251903827601744,0.4725244616794156,False
ReferencePropagation,machine-licm,7.35267688262129,7.475958791287589,7.351791549787277,8.95340025192051,-0.1804614159514279,-0.2776383783639407,-0.0832844535389151,0.0254044238569328,0.4725244616794156,False
Inline,cgdata-for-merging,7.35267688262129,7.9066574189400765,7.429596714433438,6.749640038045508,0.1686230707003457,0.0769832180212409,0.2602629233794505,0.0266487025621573,0.4725244616794156,False
EarlyOtherwiseBranch,ifcvt-triangle-false,7.35267688262129,7.601962022378286,7.265889770511915,8.742877645190545,-0.1517066962246436,-0.2340515813834592,-0.0693618110658279,0.0269173327739229,0.4725244616794156,False
ScalarReplacementOfAggregates,ifcvt-simple,7.35267688262129,7.729020057161264,7.243965705314195,9.165789497000562,-0.1853915798615699,-0.2880595305376013,-0.0827236291855385,0.0269861301109783,0.4725244616794156,False
EarlyOtherwiseBranch,promote-alloca-to-vector,7.35267688262129,7.601962022378286,7.574332838919381,9.122900746547764,-0.1526806182051439,-0.2363149662244351,-0.0690462701858526,0.027670021752074,0.4725244616794156,False
InstSimplify-after-simplifycfg,constant-hoisting,7.35267688262129,7.760285076165665,7.789256201709466,6.878568250665528,0.1782894684722946,0.0791991565761679,0.2773797803684213,0.0282494334864682,0.4725244616794156,False
ReferencePropagation,lftr,7.35267688262129,7.475958791287589,7.435434284523907,8.847273914850021,-0.1572244615034483,-0.2449855378342548,-0.0694633851726419,0.0290490838725747,0.4725244616794156,False
Inline,machine-sink,7.35267688262129,7.9066574189400765,7.677938298262434,7.103440950839053,0.1504124199759966,0.0648985206757455,0.2359263192762477,0.0306633154623467,0.4725244616794156,False
GVN,vector-combine,7.35267688262129,7.876930314462918,7.472408618651738,4.189484539257829,0.6475135067074236,0.3318251385931084,0.9632018748217388,0.0307854140879348,0.4725244616794156,False
EarlyOtherwiseBranch,cgp-ext-ld-promotion,7.35267688262129,7.601962022378286,7.273621221808518,9.404200053876131,-0.2235602052287795,-0.3395021883783338,-0.1076182220792252,0.0307929601086881,0.4725244616794156,False
ReferencePropagation,vector-combine,7.35267688262129,7.475958791287589,7.472408618651738,9.212943098677751,-0.1927640390192266,-0.3012525190255085,-0.0842755590129448,0.0311561924880805,0.4725244616794156,False
Inline,cfi-fixup,7.35267688262129,7.9066574189400765,7.548932374986865,6.8294729311339495,0.1727993122562885,0.0746805895826698,0.2709180349299072,0.0315502659573005,0.4725244616794156,False
ReferencePropagation,peephole,7.35267688262129,7.475958791287589,7.384931963144165,8.82477881375834,-0.1614939070042342,-0.2553795483135255,-0.0676082656949429,0.0320816672924766,0.4725244616794156,False
Inline,partial-libcall-inlining,7.35267688262129,7.9066574189400765,7.464463125338178,6.855062946554319,0.1578066811603933,0.0665381472878422,0.2490752150329443,0.0322467119586932,0.4725244616794156,False
ReferencePropagation,loop-level-heuristics,7.35267688262129,7.475958791287589,7.38567742677973,8.846227594887642,-0.163820536997413,-0.2594789375190457,-0.0681621364757803,0.0325404366995379,0.4725244616794156,False
MatchBranchSimplification,spill-fusing,7.35267688262129,7.438488195398959,7.367788509944833,8.932601047108067,-0.1809868484536427,-0.2896640699283263,-0.0723096269789592,0.0343227253816453,0.4725244616794156,False
GVN,machine-licm,7.35267688262129,7.876930314462918,7.351791549787277,4.302065996015824,0.6047224856252256,0.2941617531902177,0.9152832180602334,0.0343955948127239,0.4725244616794156,False
ScalarReplacementOfAggregates,tail-duplicate,7.35267688262129,7.729020057161264,7.358416253013124,9.267204926767246,-0.1807194548555151,-0.2892608154647919,-0.0721780942462383,0.0344752095955609,0.4725244616794156,False
ReferencePropagation,vp,7.35267688262129,7.475958791287589,7.264434079989683,8.62062831025286,-0.1545396458106553,-0.2477774829289454,-0.0613018086923653,0.0359215652838021,0.4725244616794156,False
Inline,whole-program-visibility,7.35267688262129,7.9066574189400765,7.521058143676204,6.820547557533141,0.170407750210183,0.0698045977479287,0.2710109026724374,0.0360179599230763,0.4725244616794156,False
ReferencePropagation,nounwind-inference,7.35267688262129,7.475958791287589,7.313903640601687,8.740238444248268,-0.1615323974488935,-0.2590669189048535,-0.0639978759929336,0.0361304830090648,0.4725244616794156,False
ReferencePropagation,advanced-peeling,7.35267688262129,7.475958791287589,7.440219420436359,8.728390858505938,-0.1430527604547247,-0.2280000105705416,-0.0581055103389077,0.0361578043786238,0.4725244616794156,False
ReferencePropagation,cgdata-for-merging,7.35267688262129,7.475958791287589,7.429596714433438,8.644795059751463,-0.1348579045762432,-0.2137035520758903,-0.0560122570765961,0.0390186995834052,0.4725244616794156,False
ScalarReplacementOfAggregates,ifcvt-triangle-false,7.35267688262129,7.729020057161264,7.265889770511915,8.890426397113991,-0.1518666144215763,-0.2443698539055565,-0.0593633749375962,0.0400426105393187,0.4725244616794156,False
ReferencePropagation,licm-promotion,7.35267688262129,7.475958791287589,7.493521329402916,8.960638333088612,-0.1621747136875735,-0.263213898926324,-0.061135528448823,0.0401184812179993,0.4725244616794156,False
